cdigo,cd_pai,nome,CJF,CNJ,JE1G,JE2G,JEFP,JEJE,JETR,JF1G,JF2G,JFJE,JFTNU,JFTR,JFTRU,JME1G,JMETJM,JMU1G,JMUSTM,JT1G,JT2G,JTTST,STF,STJ,TEU
11117,11079,Deserção,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11118,11079,Exercício de comércio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11119,11079,Insubmissão,,,,,,,,,,,,,,,,X,X,,,,X,,
11120,11119,Criação ou simulação de incapacidade física,,,,,,,,,,,,,,,,X,X,,,,X,,
11121,11119,Favorecimento a convocado,,,,,,,,,,,,,,,,X,X,,,,X,,
11122,11119,Insubmissão,,,,,,,,,,,,,,,,X,X,,,,X,,
11123,11119,Insubmissão privilegiada,,,,,,,,,,,,,,,,X,X,,,,X,,
11124,11119,Substituição de convocado,,,,,,,,,,,,,,,,X,X,,,,,,
11125,11118,Exercício de comércio por oficial,,,,,,,,,,,,,,X,X,X,X,,,,,,
11126,11117,Concerto para deserção,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11127,11117,Deserção,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11128,11117,Deserção - casos assimilados,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11129,11117,Deserção especial,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11130,11117,Deserção por evasão ou fuga,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11131,11117,Deserção privilegiada,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11132,11117,Deserção qualificada,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11133,11117,Favorecimento a desertor,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11134,11117,Omissão de Oficial,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11135,11116,Abandono de posto,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11136,11116,Descumprimento de missão,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11137,11116,Dormir em serviço,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11138,11116,Embriaguez em serviço,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11139,11116,Omissão de eficiência da força,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11140,11116,Omissão de providências para evitar danos,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11141,11116,Omissão de providências para salvar comandados,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11142,11116,Omissão de socorro,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11143,11116,Retenção indevida,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11144,11078,Apropriação Indébita,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11145,11078,Dano,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11146,11078,Estelionato e outras fraudes,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11147,11078,Furto,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11148,11078,Receptação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11149,11078,Roubo e Extorsão,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11150,11078,Usura,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11151,11078,Usurpação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11152,11151,Alteração de Limites ,,,,,,,,,,,,,,X,X,X,X,,,,,,
11153,11151,"Aposição, supressão ou alteração de marca",,,,,,,,,,,,,,X,X,X,X,,,,,,
11154,11150,Usura pecuniária,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11155,11149,Chantagem,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11156,11149,Extorsão ,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11157,11149,Extorsão indireta,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11158,11149,Extorsão mediante sequestro,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11159,11149,Latrocínio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11160,11149,Roubo,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11161,11149,Roubo qualificado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11162,11148,Receptação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11163,11147,Furto ,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11164,11147,Furto de uso,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11165,11147,Furto qualificado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11166,11146,Abuso de pessoa,,,,,,,,,,,,,,X,X,X,X,,,,,,
11167,11146,Estelionato,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11168,11145,Dano atenuado,,,,,,,,,,,,,,X,,X,X,,,,X,,
11169,11145,Dano em aparelhos e instalações ,,,,,,,,,,,,,,X,X,X,X,,,,,,
11170,11145,Dano em navio de guerra ou mercante em serviço militar,,,,,,,,,,,,,,,,X,X,,,,X,,
11171,11145,Dano material ou aparelhamento de guerra,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11172,11145,Dano qualificado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11173,11145,Dano simples,,,,,,,,,,,,,,,,,,,,,X,,
11174,11145,"Desaparecimento,consunção ou extravio",,,,,,,,,,,,,,X,X,X,X,,,,,,
11175,11144,Apropriação de coisa achada,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11176,11144,Apropriação de coisa havida acidentalmente,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11177,11144,Apropriação indébita,,,,,,,,,,,,,,X,X,X,X,,,,,,
11178,11077,Contra a Saúde,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11179,11077,Crimes contra os Meios de Transporte e de Comunicação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11180,11077,Crimes de Perigo Comum,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11181,11180,Abuso de radiação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11182,11180,Desabamento ou desmoronamento,,,,,,,,,,,,,,X,X,X,X,,,,,,
11183,11180,Difusão de epizootia ou praga vegetal,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11184,11180,Embriaguez ao volante,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11185,11180,Emprego de gás tóxico ou asfixiante,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11186,11180,Explosão,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11187,11180,Fatos que expõem a perigo aparelhamento militar,,,,,,,,,,,,,,,,X,X,,,,X,,
11188,11180,Fuga após acidente de trânsito,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11189,11180,Incêndio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11190,11180,Inundação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11191,11180,Perigo de inundação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11192,11180,Perigo resultante de violação de regra de trânsito,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11193,11180,"Subtração, ocultação ou inutilização de material de socorro",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11194,11179,Arremesso de projétil,,,,,,,,,,,,,,X,X,X,X,,,,,,
11195,11179,Atentado contra serviço de utilidade militar,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11196,11179,Atentado contra transporte,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11197,11179,Atentado contra viatura ou outro meio de transporte,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11198,11179,Interrupção ou perturbação de serviço ou meio de comunicação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11199,11179,Perigo de desastre ferroviário,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11200,11178,Corrupção ou poluição de água potável,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11201,11178,Envenenamento com perigo extensivo,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11202,11178,Epidemia,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11203,11178,Fornecimento de substância alterada,,,,,,,,,,,,,,,,X,X,,,,X,,
11204,11178,Fornecimento de substancia nociva,,,,,,,,,,,,,,,,X,X,,,,X,,
11205,11178,Omissão de notificação de doença,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11206,11178,Receita Ilegal,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11207,11178,"Tráfico, posse ou uso de entorpecente ou substância de efeito similar",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11208,11076,Atos de jurisdição indevida,,,,,,,,,,,,,,,,X,X,,,,X,,
11209,11076,"Consecução de notícia, informação ou documento para fim de espionagem",,,,,,,,,,,,,,,,X,X,,,,X,,
11210,11076,Desenho ou levantamento de plano ou planta de local militar,,,,,,,,,,,,,,,,X,X,,,,X,,
11211,11076,Entendimento para empenhar o Brasil à neutralidade ou à guerra,,,,,,,,,,,,,,,,X,X,,,,X,,
11212,11076,Entendimento para gerar conflito ou divergência com o Brasil,,,,,,,,,,,,,,,,X,X,,,,X,,
11213,11076,Hostilidade contra país estrangeiro,,,,,,,,,,,,,,,,X,X,,,,X,,
11214,11076,Hostilidade qualificada pelo resultado,,,,,,,,,,,,,,,,X,X,,,,X,,
11215,11076,Penetração com o fim de espionagem,,,,,,,,,,,,,,,,X,X,,,,X,,
11216,11076,Provocação a país estrangeiro,,,,,,,,,,,,,,,,X,X,,,,X,,
11217,11076,"Revelação de notícia, informação ou documento",,,,,,,,,,,,,,,,X,X,,,,X,,
11218,11076,"Revelação de notícia, informação ou documento, com o fim de espionagem militar",,,,,,,,,,,,,,,,X,X,,,,X,,
11219,11076,Sobrevôo em local interdito,,,,,,,,,,,,,,,,X,X,,,,X,,
11220,11076,Tentativa contra a soberania do Brasil,,,,,,,,,,,,,,,,X,X,,,,X,,
11221,11076,Turbação de objeto ou documento,,,,,,,,,,,,,,,,X,X,,,,X,,
11222,11076,Violação de território estrangeiro,,,,,,,,,,,,,,,,X,X,,,,X,,
11223,11075,Crimes contra a Honra,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11224,11075,Crimes contra a Liberdade,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11225,11075,Crimes Sexuais,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11226,11075,Genocídio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11227,11075,Homicídio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11228,11075,Lesão Corporal e Rixa,,,X,,,,,,,,,,,X,X,X,X,,,,X,X,
11229,11075,Periclitação da Vida ou da Saúde,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11230,11075,Ultraje Público ao Pudor,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11231,11230,Ato obsceno,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11232,11230,Escrito ou objeto obsceno,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11233,11229,Abandono de pessoa,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11234,11229,Abandono de pessoa seguida de morte ou lesão grave,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11235,11229,Maus tratos,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11236,11229,Maus tratos seguido de morte ou lesão grave,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11237,11228,Lesão grave,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11238,11228,Lesão leve,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11239,11228,Lesão levíssima,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11240,11228,Lesão privilegiada,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11241,11228,Lesão seguida de morte,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11242,11228,Participação em rixa,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11243,11227,Homicídio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11244,11227,Homicidio qualificado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11245,11227,Homicídio Privilegiado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11246,11227,Provocação direta ou auxílio a suicídio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11247,11227,Provocação indireta ao suicídio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11248,11226,Genocídio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11249,11225,Atentado violento ao pudor,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11250,11225,Corrupção de menores,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11251,11225,Estupro,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11252,11225,Ato Libidinoso,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11253,11224,Ameaça,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11254,11224,Constrangimento ilegal,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11255,11224,Desafio para duelo,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11256,11224,Divulgação de segredo,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11257,11224,Sequestro ou cárcere privado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11258,11224,Violação de correspondência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11259,11224,Violação de domicílio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11260,11224,Violação de recato,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11261,11224,Violação de segredo profissional,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11262,11223,Calúnia,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11263,11223,Difamação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11264,11223,Injúria,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11265,11223,Injuria real,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11266,11223,Ofensa às forças armadas,,,,,,,,,,,,,,,,X,X,,,,X,,
11267,11074,Desrespeito a superior e a símbolo nacional ou farda,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11268,11074,Aliciação e incitamento,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11269,11074,"Fuga, evasão, arrebatamento e amotinamento de presos",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11270,11074,Insubordinação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11271,11074,Motim e Revolta,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11272,11074,Resistência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11273,11074,Usurpação e excesso ou abuso de autoridade,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11274,11074,Violência contra superior ou militar de serviço,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11275,11274,Violência contra militar de serviço,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11276,11274,Violência contra superior,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11277,11273,Abuso de requisição militar,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11278,11273,Assunção de comando sem ordem ou autorização,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11279,11273,Conservação ilegal de comando,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11280,11273,Ofensa aviltante a inferior,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11281,11273,Operação militar sem ordem superior,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11282,11273,Ordem arbitrária de invasão,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11283,11273,Rigor excessivo,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11284,11273,"Uso indevido de uniforme, distintivo ou insígnia militar por qualquer pessoa",,,,,,,,,,,,,,,,X,X,,,,X,,
11285,11273,"Uso indevido por militar de uniforme, distintivo ou insígnia",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11286,11273,Violência contra inferior,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11287,11272,Resistência mediante ameaça ou violência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11288,11271,Conspiração,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11289,11271,Motim,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11290,11271,Omissão de lealdade militar,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11291,11271,Organização de grupo para prática de violência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11292,11271,Revolta,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11293,11270,Oposição a ordem de sentinela,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11294,11270,Publicação ou crítica indevida,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11295,11270,Recusa a obediência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11296,11270,Reunião ilícita,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11297,11269,Amotinamento,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11298,11269,Arrebatamento de preso ou internado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11299,11269,Evasão de preso ou internado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11300,11269,Fuga de preso ou internado,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11301,11268,Aliciação para motim ou revolta,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11302,11268,Apologia de fato criminoso ou do seu autor,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11303,11268,Incitamento,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11304,11267,Despojamento desprezível,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11305,11267,"Desrespeito a comandante, oficial-general ou oficial de serviço",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11306,11267,Desrespeito a símbolo nacional,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11307,11267,Desrespeito a superior ,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11308,11073,"Concussão, Excesso de Exação e Desvio",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11309,11073,Corrupção,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11310,11073,Crimes contra o dever funcional,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11311,11073,Crimes praticados por particular contra a Administração Militar,,,,,,,,,,,,,,,,X,X,,,,X,,
11312,11073,Desacato e da Desobediência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11313,11073,Falsidade,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11314,11073,Peculato,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11315,11314,Peculato,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11316,11314,Peculato mediante aproveitamento ou erro de outrem,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11317,11314,Peculato-furto,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11318,11313,Certidão ou atestado ideologicamente falso ,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11319,11313,Cheques sem fundos,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11320,11313,Falsa identidade,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11321,11313,Falsidade ideológica,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11322,11313,Falsificação de documento,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11323,11313,Supressão de documento,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11324,11313,Uso de documento falso,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11325,11313,Uso de documento pessoal alheio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11326,11312,Desacato a assemelhado ou funcionário,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11327,11312,Desacato a militar,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11328,11312,Desacato a superior,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11329,11312,Desobediência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11330,11312,Ingresso clandestino,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11331,11311,"Impedimento, perturbação ou fraude de concorrencia",,,,,,,,,,,,,,,,X,X,,,,X,,
11332,11311,Inutilização de edital ou de sinal oficial,,,,,,,,,,,,,,,,X,X,,,,X,,
11333,11311,"Subtração ou inutilização de livro, processo ou documento",,,,,,,,,,,,,,,,X,X,,,,X,,
11334,11311,Tráfico de influência,,,,,,,,,,,,,,,,X,X,,,,X,,
11335,11311,Usurpação de função,,,,,,,,,,,,,,,,X,X,,,,X,,
11336,11310,Abandono de cargo,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11337,11310,Abuso de confiança ou boa fé,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11338,11310,Aplicação ilegal de verba ou dinheiro,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11339,11310,Condescendência criminosa,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11340,11310,Exercício funcional ilegal,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11341,11310,"Extravio, sonegação ou inutilização de livro ou documento",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11342,11310,"Inobservancia de lei, regulamento ou instrução",,,,,,,,,,,,,,X,X,X,X,,,,,,
11343,11310,Não inclusão de nome em lista,,,,,,,,,,,,,,,,X,X,,,,X,,
11344,11310,"Obstáculo à hasta pública, concorrência ou tomada de preços",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11345,11310,Patrocínio indébito,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11346,11310,Prevaricação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11347,11310,Violação de sigilo de proposta de concorrência,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11348,11310,Violação de sigilo funcional,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11349,11310,Violação do dever funcional com o fim de lucro,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11350,11310,Violação ou divulgação indevida de correspondência ou comunicação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11351,11310,Violência arbitrária,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11352,11309,Corrupção ativa,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11353,11309,Corrupção passiva,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11354,11309,Participação ilícita,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11355,11308,Concussão,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11356,11308,Desvio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11357,11308,Excesso de exação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11358,11072,Auto-acusação falsa,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11359,11072,Coação,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11360,11072,Comunicação falsa de crime,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11361,11072,"Corrupção ativa de testemunha, perito ou intérprete",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11362,11072,Denunciação caluniosa,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11363,11072,Desacato,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11364,11072,Desobediência a decisão judicial,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11365,11072,Desobediência a decisão sobre perda ou suspensão de atividade ou direito,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11366,11072,Exploração de prestígio,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11367,11072,Falso testemunho ou falsa perícia,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11368,11072,Favorecimento pessoal,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11369,11072,Favorecimento real,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11370,11072,"Inutilização,sonegação ou descaminho de material probante",,,,,,,,,,,,,,X,X,X,X,,,,X,,
11371,11072,Publicidade opressiva,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11372,11072,Recusa de função na Justiça Militar,,,,,,,,,,,,,,X,X,X,X,,,,X,,
11386,10688,Advertência,,,X,X,,,,,,,,,,,,,,,,,,,
11387,10688,Internação com atividades externas,,,X,X,,,,,,,,,,,,,,,,,X,X,
11388,10688,Internação sem atividades externas,,,X,X,,,,,,,,,,,,,,,,,X,X,
11389,10688,Liberdade assistida,,,X,X,,,,,,,,,,,,,,,,,X,X,
11390,10688,Obrigação de reparar o dano,,,X,X,,,,,,,,,,,,,,,,,X,X,
11391,10688,Prestação de serviços à comunidade,,,X,X,,,,,,,,,,,,,,,,,X,X,
11392,10688,Semiliberdade,,,X,X,,,,,,,,,,,,,,,,,X,X,
11410,3603,Crimes contra portadores de deficiência,,,X,X,,X,,,,,,,,X,X,X,X,,,,,,
11412,10432,Conflito fundiário coletivo rural,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
11413,10432,Conflito fundiário coletivo urbano,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
11414,287,Crime/contravenção decorrente de conflito fundiário coletivo,,,X,X,,X,X,X,X,X,,X,,X,X,X,X,,,,X,X,
11416,3463,Violação sexual mediante fraude,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
11417,3463,Estupro de vulnerável,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
11418,3463,Satisfação de lascívia mediante presença de criança ou adolescente ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
11419,3463,Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,,,
11420,3463,Favorecimento da prostituição ou outra forma de exploração sexual,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
11421,3463,Tráfico internacional de pessoa para fim de exploração sexual,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
11422,3463,Tráfico interno de pessoa para fim de exploração sexual,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
11428,,DIREITO ELEITORAL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
11429,11428,Crimes Eleitorais,,,,,,,,,,,,,,,,,,,,,X,,
11456,9740,Estupro de Vulnerável,,,X,X,,,,,,,,,,,,,,,,,X,X,
11457,9740,Favorecimento de Prostituição ou Outra Forma de Exploração Sexual ,,,X,X,,,,,,,,,,,,,,,,,X,X,
11458,9740,Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável,,,X,X,,,,,,,,,,,,,,,,,,,
11459,9740,Satisfação de Lascívia Mediante Presença de Criança ou Adolescente,,,X,X,,,,,,,,,,,,,,,,,X,X,
11460,9740,Tráfico Interno de Pessoa para Fim de Exploração Sexual,,,X,X,,,,,,,,,,,,,,,,,X,X,
11461,9740,Violação Sexual Mediante Fraude,,,X,X,,,,,,,,,,,,,,,,,X,X,
11497,11429,Crimes contra o Sigilo ou o Exercício do Voto,,,,,,,,,,,,,,,,,,,,,X,,
11557,11428,Administração da Justiça Eleitoral,,X,,,,,,,,,,,,,,,,,,,,,
11566,11557,Servidor,,X,,,,,,,,,,,,,,,,,,,,,
11583,11428,Eleições,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
11584,11583,Candidatos,,,,,,,,,,,,,,,,,,,,,X,,
11595,11584,Inelegibilidade,,,,,,,,,,,,,,,,,,,,,X,,
11652,11583,Propaganda Política - Propaganda Eleitoral,,,,,,,,,,,,,,,,,,,,,X,,
11703,1209,Habeas Corpus,,,X,X,,,,X,X,,,,,X,X,,X,,,,X,X,
11704,11703,Habeas Corpus - Liberatório,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
11705,11703,Habeas Corpus - Preventivo,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
11716,11583,Transgressões Eleitorais,,,,,,,,,,,,,,,,,,,,,X,,
11722,11716,Corrupção ou Fraude,,,,,,,,,,,,,,,,,,,,,X,,
11747,11428,Partidos Políticos,,,,,,,,,,,,,,,,,,,,,X,X,
11779,9878,Contra o Ordenamento Urbano e o Patrimônio Cultural,,,X,X,,,,,,,,,,,,,,,,,X,X,
11780,3618,Crimes contra o Ordenamento Urbano e o Patrimônio Cultural,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
